Male,Partner,Dependents,SeniorCitizen,DurationMonths,PhoneService,MultipleLines,NoInternet,DSLInternet,FiberOpticInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,Contract,Churn
1,0,0,0,71,1,0,1,0,0,0,0,0,0,0,0,19.9,Two year,0
0,1,1,0,38,1,0,0,1,0,1,1,0,1,1,1,80.3,One year,1
1,1,0,1,24,1,0,0,0,1,0,0,1,0,1,1,93.15,Month-to-month,1
1,1,0,0,35,1,1,0,0,1,0,0,0,1,1,0,91.5,Month-to-month,0
0,0,0,1,54,1,1,0,1,0,1,1,0,1,1,1,82.45,One year,1
0,1,1,0,72,0,0,0,1,0,0,1,1,1,1,1,60.0,Two year,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,44.8,Month-to-month,0
0,1,1,0,9,1,0,0,1,0,1,0,0,0,0,0,48.6,One year,0
1,0,0,0,69,0,0,0,1,0,1,1,0,1,1,1,60.05,Two year,0
0,1,0,0,52,1,1,0,0,1,0,1,0,1,1,1,102.7,Month-to-month,0
0,1,0,1,11,1,0,0,0,1,0,0,0,1,1,0,82.9,Month-to-month,0
0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,70.35,Month-to-month,1
0,1,1,1,28,0,0,0,1,0,0,0,0,0,1,0,35.9,Month-to-month,0
0,0,0,1,17,1,1,0,0,1,0,0,1,0,0,0,82.65,Month-to-month,0
0,1,1,0,35,1,0,1,0,0,0,0,0,0,0,0,19.85,Two year,0
0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,19.2,One year,0
1,0,0,0,46,1,1,0,0,1,0,1,1,0,1,0,94.9,One year,0
0,0,0,0,7,1,1,0,0,1,0,0,0,0,0,0,73.85,Month-to-month,1
0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,80.6,Month-to-month,1
1,1,1,0,68,1,1,0,1,0,0,1,1,1,0,1,75.8,One year,1
0,0,0,0,43,1,1,0,0,1,0,1,1,0,1,1,104.6,Two year,1
0,0,0,0,68,1,1,0,1,0,1,1,1,1,1,1,88.15,Two year,0
0,0,0,0,36,1,0,0,0,1,0,1,0,0,1,1,94.8,Month-to-month,0
1,1,0,0,63,1,1,0,0,1,0,1,1,0,1,1,103.4,Month-to-month,1
0,0,0,1,32,1,0,0,1,0,0,1,0,1,0,0,54.65,Month-to-month,0
0,1,0,0,71,1,1,0,1,0,1,1,1,1,1,1,85.75,Two year,0
0,1,1,0,66,1,1,0,1,0,1,1,1,0,0,0,67.45,Month-to-month,0
1,0,0,0,63,1,0,1,0,0,0,0,0,0,0,0,20.5,One year,0
0,0,1,0,41,1,0,1,0,0,0,0,0,0,0,0,20.25,One year,0
0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,72.1,Month-to-month,0
0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,90.4,Month-to-month,1
0,1,0,0,70,1,0,1,0,0,0,0,0,0,0,0,19.45,Two year,0
0,0,0,0,23,0,0,0,1,0,0,0,0,0,1,1,44.95,Month-to-month,0
0,1,0,1,64,1,0,0,0,1,1,1,1,0,0,1,97.0,One year,0
1,1,1,0,37,1,1,0,1,0,1,0,1,1,0,0,62.8,Two year,0
1,0,1,0,17,1,0,0,1,0,0,0,0,0,0,0,44.6,One year,0
0,0,0,1,7,1,0,0,0,1,0,0,0,0,1,1,89.15,Month-to-month,0
1,1,1,0,4,1,1,0,0,1,0,1,1,0,0,0,84.8,Month-to-month,1
0,0,0,1,21,0,0,0,1,0,1,0,0,0,1,0,41.9,Month-to-month,1
0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,80.25,Month-to-month,1
0,0,0,1,16,1,1,0,1,0,1,0,0,0,0,0,54.1,Month-to-month,0
1,1,0,0,64,1,1,0,0,1,0,1,0,1,1,1,105.25,Two year,0
1,1,0,1,27,0,0,0,1,0,1,0,0,0,0,0,30.75,Month-to-month,1
1,1,1,0,42,1,1,0,0,1,1,0,0,0,1,1,97.1,One year,0
1,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,20.2,Month-to-month,0
0,0,0,0,41,1,0,0,0,1,0,1,0,1,1,1,98.8,Two year,0
1,1,0,0,58,1,0,0,1,0,0,0,1,0,0,0,50.3,One year,0
0,0,0,0,47,1,0,1,0,0,0,0,0,0,0,0,20.55,Two year,0
1,0,0,0,18,1,0,0,0,1,0,0,0,1,0,0,75.9,Month-to-month,0
1,0,0,0,5,1,0,0,0,1,0,0,1,0,1,1,96.5,Month-to-month,1
1,1,0,0,23,1,0,0,1,0,1,0,0,0,0,1,59.95,Month-to-month,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.15,Month-to-month,0
1,1,0,0,71,1,1,0,0,1,0,0,1,0,1,1,98.65,One year,0
1,1,1,0,72,1,1,0,0,1,1,1,1,1,1,1,112.6,Two year,0
1,1,1,0,33,1,0,1,0,0,0,0,0,0,0,0,20.6,One year,0
1,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,85.65,Month-to-month,1
1,0,1,0,24,0,0,0,1,0,1,0,0,1,0,0,35.75,Two year,0
0,1,1,0,56,1,1,0,0,1,0,1,1,1,0,1,99.75,One year,0
1,0,0,0,37,1,0,0,0,1,0,1,0,0,1,1,96.1,Month-to-month,0
0,0,0,0,43,1,1,0,1,0,0,1,1,1,1,1,85.1,One year,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25.35,Month-to-month,0
0,1,0,0,25,1,1,0,0,1,0,0,1,1,1,1,104.95,Month-to-month,1
0,0,0,0,61,1,1,0,1,0,1,1,1,1,1,1,89.65,Two year,0
1,0,0,0,17,1,1,0,0,1,0,0,1,1,0,0,86.75,One year,0
0,1,0,0,41,1,0,0,0,1,0,1,1,1,0,0,86.2,One year,0
1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,50.65,Month-to-month,1
1,1,1,1,72,0,0,0,1,0,1,1,1,1,1,1,64.8,Two year,0
1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,90.85,Month-to-month,1
1,0,0,0,48,1,1,0,0,1,0,1,1,0,1,1,108.1,Two year,0
1,1,0,1,11,1,0,1,0,0,0,0,0,0,0,0,19.95,Month-to-month,1
0,1,0,1,55,1,1,0,0,1,0,1,1,0,0,0,85.45,Month-to-month,1
0,0,0,0,42,0,0,0,1,0,1,1,1,1,0,1,54.75,One year,0
1,0,0,0,44,1,1,0,0,1,0,0,1,0,0,1,90.4,Month-to-month,0
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,44.0,Month-to-month,0
0,0,0,0,27,1,1,0,0,1,0,0,0,0,1,1,95.6,Month-to-month,0
1,1,0,1,27,1,1,0,1,0,0,1,1,1,1,1,84.8,Month-to-month,0
0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,44.3,Month-to-month,0
0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,19.9,Month-to-month,0
0,1,0,1,42,1,1,0,0,1,0,0,0,0,1,1,95.05,Month-to-month,0
0,0,0,0,66,1,1,0,1,0,1,1,1,1,1,1,90.05,Two year,0
1,1,0,1,33,1,1,0,0,1,1,0,1,1,1,1,109.9,Month-to-month,0
0,0,0,0,34,1,0,0,0,1,0,1,0,0,0,0,73.95,Month-to-month,1
1,0,0,1,33,0,0,0,1,0,0,0,1,1,1,1,54.6,Month-to-month,0
0,1,1,0,23,1,0,1,0,0,0,0,0,0,0,0,20.05,One year,0
0,0,0,0,32,1,0,1,0,0,0,0,0,0,0,0,19.75,One year,0
0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,20.05,One year,0
1,1,1,0,69,1,1,0,0,1,0,0,1,0,1,1,99.45,Month-to-month,1
0,1,0,0,68,1,0,0,1,0,1,0,0,1,0,0,55.9,One year,0
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
1,0,0,0,72,1,0,1,0,0,0,0,0,0,0,0,19.8,Two year,0
1,1,1,0,60,1,1,0,0,1,1,0,1,0,1,0,95.4,One year,0
1,1,1,1,32,1,0,0,0,1,0,1,0,0,1,1,93.95,Month-to-month,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.9,Month-to-month,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.6,Month-to-month,1
1,0,0,1,3,1,1,0,0,1,0,1,0,0,0,0,81.35,Month-to-month,1
0,1,0,0,46,1,1,1,0,0,0,0,0,0,0,0,24.45,One year,0
0,1,0,0,29,1,1,0,0,1,0,0,0,0,0,0,74.95,Month-to-month,0
1,0,0,0,51,1,1,0,0,1,0,1,1,1,0,0,87.35,Month-to-month,0
0,1,0,1,48,1,0,0,0,1,0,0,0,0,0,0,70.65,Month-to-month,0
0,1,1,0,16,1,0,0,0,1,0,1,0,0,0,0,73.25,Month-to-month,0
1,1,0,0,70,1,1,0,0,1,0,1,1,1,0,1,98.7,Two year,0
0,1,1,0,40,1,1,1,0,0,0,0,0,0,0,0,24.8,Two year,0
0,1,1,0,22,1,0,0,0,1,0,1,0,0,0,1,83.3,Month-to-month,1
0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,75.3,Month-to-month,1
0,1,1,0,5,1,1,1,0,0,0,0,0,0,0,0,24.3,Month-to-month,0
0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,69.85,Month-to-month,0
1,0,1,0,29,1,1,0,0,1,0,1,1,1,0,1,100.55,One year,0
1,1,1,0,44,1,1,1,0,0,0,0,0,0,0,0,25.7,One year,0
0,0,0,0,10,0,0,0,1,0,1,1,1,0,0,0,40.7,Month-to-month,0
0,1,0,1,55,1,1,0,1,0,0,0,0,0,0,0,51.65,Month-to-month,0
1,1,0,1,52,1,1,0,0,1,0,1,1,0,1,1,105.1,One year,0
0,1,1,0,10,1,1,0,0,1,0,0,0,0,0,1,85.95,Month-to-month,0
1,0,0,0,18,1,1,0,0,1,0,0,0,0,0,0,75.6,Month-to-month,0
0,1,0,0,68,1,1,0,1,0,1,0,0,1,0,0,58.25,One year,0
0,1,1,0,61,1,0,1,0,0,0,0,0,0,0,0,19.4,Month-to-month,1
0,1,1,0,72,0,0,0,1,0,1,1,1,1,1,1,65.2,Two year,0
1,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,53.45,Month-to-month,0
1,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,45.4,Month-to-month,1
1,1,0,0,41,1,0,1,0,0,0,0,0,0,0,0,19.75,Two year,0
0,0,0,0,26,0,0,0,1,0,0,0,1,1,1,0,44.45,Month-to-month,0
1,1,0,0,36,1,0,1,0,0,0,0,0,0,0,0,20.85,One year,0
1,1,1,0,72,1,1,0,0,1,1,1,1,1,1,1,114.05,Two year,0
1,1,0,0,35,1,1,0,0,1,0,0,0,1,0,1,89.85,Month-to-month,0
1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,55.05,Month-to-month,0
0,1,1,0,16,1,1,0,0,1,1,0,1,1,1,1,112.95,Month-to-month,0
0,0,0,1,49,1,1,0,0,1,1,0,0,0,1,1,101.55,Month-to-month,0
0,1,0,0,54,1,1,0,0,1,1,1,1,1,1,1,114.65,One year,0
0,0,1,0,18,1,1,0,1,0,1,0,0,0,0,1,64.8,Month-to-month,0
0,1,0,0,36,1,0,0,0,1,0,0,0,0,0,1,80.4,Month-to-month,0
0,0,0,0,60,1,1,0,0,1,0,1,1,0,1,1,105.9,Month-to-month,1
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,69.55,Month-to-month,1
0,1,1,0,52,1,1,1,0,0,0,0,0,0,0,0,25.05,Two year,0
1,1,1,0,8,1,0,0,0,1,0,0,1,0,1,1,94.75,Month-to-month,0
1,1,1,0,72,1,0,0,0,1,1,1,0,1,1,1,105.5,Two year,0
0,0,0,0,64,1,1,1,0,0,0,0,0,0,0,0,24.7,One year,0
0,0,0,1,22,1,0,0,1,0,1,0,1,1,0,1,69.75,Month-to-month,0
1,1,0,0,60,0,0,0,1,0,0,1,1,1,1,1,60.2,Month-to-month,0
0,1,1,0,28,1,0,0,0,1,0,0,0,0,0,1,81.05,Month-to-month,1
0,1,0,0,61,1,1,1,0,0,0,0,0,0,0,0,24.4,Two year,0
0,0,0,0,24,1,1,0,0,1,0,1,1,0,1,1,104.15,Month-to-month,0
1,1,1,0,28,1,0,0,0,1,0,1,1,1,1,0,92.9,One year,0
0,1,1,0,30,1,0,0,1,0,0,1,1,1,1,1,80.8,Two year,0
1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,20.0,Month-to-month,0
1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,75.1,Month-to-month,0
1,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,19.65,Month-to-month,0
0,1,0,0,24,1,0,0,1,0,0,1,0,0,1,1,69.45,Month-to-month,0
1,1,1,0,4,1,1,0,0,1,0,0,1,0,1,1,101.15,Month-to-month,1
1,0,0,0,7,1,1,0,0,1,0,1,0,0,1,1,99.8,Month-to-month,1
1,1,0,1,72,1,1,0,0,1,1,1,1,1,1,1,116.05,Two year,0
1,0,0,0,70,0,0,0,1,0,0,0,0,1,0,1,40.05,Two year,0
1,1,0,1,64,1,1,0,0,1,0,0,1,1,1,1,102.1,Two year,0
1,1,1,0,72,1,1,0,0,1,0,1,0,0,1,0,89.7,One year,0
0,0,1,0,44,1,0,1,0,0,0,0,0,0,0,0,19.9,Two year,0
0,1,1,0,13,1,0,0,1,0,0,0,0,0,0,1,55.95,Month-to-month,1
0,0,0,1,17,1,0,1,0,0,0,0,0,0,0,0,20.65,One year,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,55.0,Month-to-month,1
1,1,0,0,9,1,0,0,1,0,0,0,1,0,1,1,70.05,Month-to-month,0
1,1,0,0,24,1,0,0,1,0,1,0,0,1,0,0,53.6,Month-to-month,0
0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,74.7,Month-to-month,1
1,0,0,0,24,1,1,0,0,1,0,1,0,0,0,0,80.25,Month-to-month,1
1,1,1,1,35,1,0,0,1,0,0,1,0,1,1,1,76.05,Month-to-month,0
0,1,1,0,7,1,0,0,1,0,1,1,1,1,1,0,75.7,Month-to-month,0
1,0,0,0,5,1,0,0,0,1,0,0,0,1,1,1,96.1,Month-to-month,1
0,0,1,0,15,1,0,0,0,1,0,0,0,0,0,0,69.0,Month-to-month,1
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,0,19.65,Two year,0
0,1,0,0,48,0,0,0,1,0,1,0,1,0,0,1,45.3,Month-to-month,1
0,0,0,1,20,1,0,0,0,1,0,0,0,0,0,1,81.45,Month-to-month,0
0,1,0,0,72,1,1,0,0,1,0,1,1,1,1,1,108.5,One year,0
0,1,1,0,8,1,0,0,0,1,0,1,0,0,1,0,83.55,Month-to-month,1
1,1,1,0,72,1,1,0,0,1,0,0,0,0,0,1,84.5,Two year,0
0,0,0,0,15,1,1,0,0,1,0,1,0,0,1,1,100.15,Month-to-month,0
1,0,0,0,72,1,1,0,1,0,0,1,1,1,1,1,88.6,Two year,0
0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,52.55,Two year,0
1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,74.35,Month-to-month,1
1,1,1,0,63,1,1,0,0,1,0,1,1,0,1,1,104.8,Two year,0
0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,59.0,Month-to-month,0
0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,74.4,Month-to-month,1
1,1,0,1,61,1,1,0,1,0,0,1,0,0,0,1,64.05,One year,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20.4,Month-to-month,0
1,0,0,0,22,0,0,0,1,0,0,1,1,0,0,1,43.75,One year,1
1,1,0,0,28,1,0,0,1,0,1,1,0,1,0,0,60.9,Month-to-month,0
0,1,0,0,70,1,0,1,0,0,0,0,0,0,0,0,19.8,Two year,0
0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,0,28.45,Month-to-month,1
0,0,0,0,12,1,1,0,0,1,1,1,1,0,0,1,99.7,Month-to-month,1
1,0,0,0,34,1,1,0,0,1,1,1,1,1,1,1,116.25,One year,0
0,1,0,1,71,1,1,0,0,1,1,0,0,0,0,0,80.7,Two year,0
0,1,1,0,70,1,1,0,1,0,1,0,0,0,0,1,65.2,One year,0
0,1,1,0,52,1,0,0,0,1,1,0,1,1,0,0,84.05,Month-to-month,0
1,0,1,0,69,1,1,0,1,0,1,1,1,1,1,0,79.45,Two year,0
0,0,0,1,20,1,1,0,0,1,0,1,1,0,0,1,94.1,Month-to-month,1
1,0,1,0,11,1,1,0,0,1,0,0,1,0,0,0,78.0,Month-to-month,0
1,1,0,0,2,1,0,0,0,1,0,0,0,1,1,1,94.2,Month-to-month,1
0,1,1,0,6,1,1,0,0,1,0,0,0,1,0,0,80.5,Month-to-month,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.85,Month-to-month,0
1,1,1,1,20,1,0,0,0,1,1,0,1,1,0,1,94.3,One year,0
1,0,0,0,61,1,1,0,0,1,1,0,1,0,1,1,106.45,Month-to-month,0
0,1,0,1,5,1,1,0,0,1,0,0,0,0,0,0,74.35,Month-to-month,1
0,0,0,0,56,1,1,0,0,1,0,1,0,1,1,1,105.45,Month-to-month,0
1,0,0,0,30,1,1,0,0,1,1,1,1,1,0,0,95.0,Month-to-month,0
1,0,0,0,40,1,1,0,0,1,0,0,1,1,1,1,104.8,Month-to-month,1
0,0,0,0,28,1,0,0,1,0,1,0,0,1,0,0,54.3,One year,0
0,1,0,1,5,1,0,0,0,1,0,0,0,0,0,0,70.05,Month-to-month,0
0,1,0,1,27,1,0,0,0,1,1,0,0,0,0,0,75.2,Month-to-month,1
1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,20.05,Month-to-month,0
1,1,1,0,67,1,1,0,0,1,0,1,1,0,1,1,105.4,One year,0
1,1,0,1,29,1,1,0,1,0,0,0,0,0,0,0,51.6,Month-to-month,0
1,1,1,0,55,1,1,0,0,1,0,0,0,0,0,1,85.5,Month-to-month,0
0,0,0,0,23,1,1,0,0,1,0,0,0,0,0,0,75.6,Month-to-month,1
1,1,0,0,34,1,1,0,0,1,0,0,1,0,1,1,100.05,Month-to-month,1
1,0,0,0,52,1,0,0,0,1,1,0,1,0,1,0,91.25,One year,0
1,1,1,1,72,1,1,0,0,1,1,1,1,1,1,1,115.75,Two year,0
1,1,1,0,58,1,1,0,0,1,0,1,0,1,1,0,94.7,One year,0
1,1,1,0,35,1,0,1,0,0,0,0,0,0,0,0,19.6,Two year,0
0,0,0,1,56,1,1,0,0,1,0,1,1,1,1,0,99.9,Two year,0
0,1,1,0,24,1,0,1,0,0,0,0,0,0,0,0,21.1,Two year,0
1,1,1,0,70,1,0,1,0,0,0,0,0,0,0,0,20.05,Two year,0
1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,79.95,Month-to-month,0
1,1,1,1,68,1,1,0,0,1,0,0,1,1,1,1,107.15,One year,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,85.0,Month-to-month,1
1,0,0,0,12,1,1,0,0,1,0,0,1,0,1,0,89.55,Month-to-month,0
0,1,0,0,63,1,1,0,0,1,0,1,0,0,0,0,81.55,Month-to-month,0
0,1,1,0,33,1,0,0,1,0,1,1,1,0,0,0,58.45,One year,0
0,1,0,0,69,1,0,0,0,1,0,1,0,0,1,1,95.65,One year,0
0,1,1,0,60,1,0,0,1,0,0,1,1,1,1,1,80.6,Two year,0
0,1,1,0,72,1,1,0,0,1,1,1,1,1,1,1,113.1,Two year,0
0,0,0,0,11,1,1,0,1,0,0,0,0,0,0,1,58.95,Month-to-month,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.55,Month-to-month,0
1,0,0,0,10,1,1,0,0,1,0,0,0,0,1,0,86.05,Month-to-month,1
1,0,0,0,13,0,0,0,1,0,1,0,0,1,1,0,45.55,Month-to-month,1
1,1,1,0,34,1,0,0,0,1,0,0,0,0,0,1,78.95,One year,0
1,1,1,0,39,1,0,0,0,1,0,1,0,0,1,0,86.3,Month-to-month,1
0,0,0,0,65,1,1,0,0,1,0,1,0,1,1,1,105.05,One year,0
1,1,0,1,50,1,1,0,0,1,1,1,1,0,1,0,101.9,One year,0
1,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,19.75,Month-to-month,0
1,1,1,0,72,1,1,0,0,1,1,1,1,0,1,1,110.3,Two year,0
0,1,1,0,72,1,1,0,0,1,1,1,1,1,1,1,115.6,Two year,0
1,1,1,0,55,1,0,1,0,0,0,0,0,0,0,0,19.35,Two year,0
0,1,1,0,23,1,1,1,0,0,0,0,0,0,0,0,25.6,Two year,0
1,0,0,0,32,1,1,0,0,1,0,1,0,0,0,0,80.35,Month-to-month,1
0,1,1,0,56,1,1,0,1,0,1,0,1,0,0,1,68.75,One year,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19.9,Month-to-month,0
1,0,0,0,38,1,0,0,1,0,1,1,0,1,1,0,70.6,One year,0
1,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,70.2,Month-to-month,0
1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,49.3,Month-to-month,0
1,1,0,0,56,1,1,0,0,1,0,1,0,1,1,1,107.25,One year,0
1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,23.6,Month-to-month,0
1,1,1,0,7,1,0,0,1,0,1,0,0,0,1,1,69.7,Month-to-month,0
1,1,1,0,59,1,1,0,0,1,0,0,1,0,1,1,99.5,Two year,0
1,0,0,0,7,1,0,0,1,0,0,0,1,1,1,0,64.3,Month-to-month,0
1,1,1,0,71,1,0,0,1,0,1,0,1,1,0,1,70.85,Two year,0
1,1,1,0,15,1,0,0,0,1,1,0,0,1,1,1,101.9,One year,0
1,1,0,0,71,1,1,0,1,0,1,1,0,1,1,0,73.5,Two year,0
0,0,0,0,35,1,1,0,0,1,0,0,1,0,1,1,100.25,Month-to-month,1
0,0,0,0,11,0,0,0,1,0,0,1,1,1,0,0,40.4,One year,0
0,1,1,0,60,1,0,1,0,0,0,0,0,0,0,0,19.25,Two year,0
1,0,0,1,47,1,1,0,1,0,0,1,0,1,0,0,59.6,Two year,0
0,0,0,0,11,1,0,0,1,0,0,0,1,1,0,1,64.9,One year,0
1,1,0,0,56,1,1,0,0,1,0,1,0,0,1,1,100.3,One year,1
0,1,0,1,28,1,1,0,0,1,0,1,1,1,1,1,110.85,Month-to-month,0
1,1,0,0,61,1,0,0,1,0,1,1,0,1,1,1,81.05,Two year,0
1,1,1,0,31,1,1,0,0,1,1,0,1,0,1,0,98.05,One year,0
1,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,70.5,Month-to-month,0
1,1,0,1,35,1,1,0,0,1,1,1,0,0,0,1,94.55,Month-to-month,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,19.65,Month-to-month,0
0,1,1,0,12,1,0,1,0,0,0,0,0,0,0,0,19.0,Month-to-month,1
0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,75.3,Month-to-month,1
0,0,0,1,4,1,1,0,0,1,0,0,1,0,1,0,89.2,Month-to-month,1
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,19.0,Month-to-month,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,20.0,Month-to-month,0
0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,85.7,Month-to-month,1
1,0,0,0,52,1,0,0,1,0,1,1,0,0,1,0,63.25,Two year,0
1,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,20.1,One year,0
1,1,0,0,72,1,1,0,0,1,1,1,1,0,0,1,99.15,Two year,0
1,1,1,0,71,1,1,0,1,0,1,1,1,1,1,1,90.4,Two year,0
1,1,0,0,72,1,1,0,0,1,1,0,1,1,1,1,111.9,Two year,0
1,1,1,0,46,1,1,1,0,0,0,0,0,0,0,0,24.9,One year,0
1,1,1,0,63,1,1,0,1,0,1,1,1,0,1,1,83.5,Two year,0
1,0,0,0,30,1,0,0,0,1,1,1,1,0,0,0,84.3,Month-to-month,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,45.6,Month-to-month,0
0,0,0,0,12,1,1,0,1,0,1,0,1,1,0,0,61.65,Month-to-month,1
1,0,0,0,16,0,0,0,1,0,1,1,1,1,1,0,54.85,Two year,0
1,0,0,0,4,1,1,0,1,0,0,0,0,1,0,1,65.55,Month-to-month,0
1,1,0,0,51,1,1,0,0,1,0,1,0,0,0,1,90.35,One year,0
1,1,0,0,65,1,0,1,0,0,0,0,0,0,0,0,20.4,Two year,0
1,0,0,0,16,1,0,0,0,1,0,0,0,1,0,0,74.55,Month-to-month,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,19.95,One year,0
0,1,1,0,66,1,1,0,0,1,0,0,0,0,0,0,74.25,One year,0
1,0,0,0,46,1,1,0,0,1,0,1,1,1,1,1,108.65,Two year,0
0,0,0,0,32,1,1,0,0,1,1,0,1,1,1,1,109.55,One year,0
1,1,0,0,72,1,1,0,1,0,1,0,1,1,1,1,86.65,Two year,0
1,1,1,0,38,1,0,0,1,0,1,0,1,1,1,1,81.0,Two year,0
1,0,1,0,51,1,0,0,1,0,0,0,0,1,0,0,47.85,One year,0
1,1,1,0,72,1,1,0,0,1,1,1,1,1,1,1,114.55,Two year,0
0,1,0,1,65,1,1,0,0,1,1,0,1,0,1,1,105.25,Month-to-month,1
1,1,1,0,9,0,0,0,1,0,0,1,0,0,0,0,29.95,Month-to-month,1
0,1,1,0,9,1,0,0,1,0,1,1,1,1,0,0,65.0,Month-to-month,1
1,0,1,0,66,1,0,1,0,0,0,0,0,0,0,0,20.55,Two year,0
0,0,0,1,44,1,1,0,0,1,1,1,1,0,1,1,109.8,One year,0
1,0,0,0,50,1,1,0,1,0,0,0,1,1,0,1,69.5,Two year,0
0,0,0,0,15,1,1,0,1,0,0,0,0,0,0,0,48.85,Month-to-month,0
1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,25.25,Month-to-month,0
0,0,0,1,66,1,1,0,0,1,0,0,1,1,1,1,102.85,One year,0
0,0,0,0,57,1,1,0,0,1,1,1,0,1,0,0,87.55,Month-to-month,0
0,0,0,0,7,1,1,0,0,1,0,1,0,0,0,0,78.55,Month-to-month,0
1,1,1,1,10,0,0,0,1,0,0,0,0,0,0,1,34.55,Month-to-month,0
0,0,0,0,62,1,1,0,0,1,1,1,1,0,0,0,92.05,One year,0
1,1,1,0,40,1,0,0,0,1,0,0,1,0,1,0,85.05,One year,0
0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,19.7,Two year,0
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,20.0,Month-to-month,1
0,1,0,0,25,1,0,0,0,1,0,0,0,1,1,1,95.15,Month-to-month,0
1,1,0,0,23,1,1,0,0,1,0,1,1,0,0,0,84.25,Month-to-month,0
0,1,0,1,66,1,1,0,0,1,0,1,1,0,1,1,104.6,One year,0
0,0,0,1,72,1,1,0,0,1,0,1,1,1,1,1,111.65,Two year,0
1,1,0,1,49,1,1,0,0,1,0,1,0,0,0,1,90.05,Month-to-month,1
1,1,1,1,43,1,1,0,0,1,0,1,1,1,1,1,110.75,Month-to-month,1
0,1,0,0,46,1,1,0,1,0,1,0,0,0,0,0,55.0,Month-to-month,0
1,1,1,0,72,1,1,0,1,0,1,1,1,1,1,1,89.85,Two year,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,20.35,One year,0
0,0,0,0,40,0,0,0,1,0,1,0,0,1,1,1,54.55,One year,0
